time_shelter,animal_id,animal_type,breed,color,name,outcome_type,sex_upon_outcome,sex,Spay/Neuter,Periods,Cat/Kitten (outcome),dob_year,dob_month,outcome_month,domestic_breed,coat_pattern
2 months,A713229,Cat,maine coon,brown,*Gorgin,Adoption,Neutered Male,Male,Yes,2,Kitten,2015,8,11,False,tabby
2 months,A752241,Cat,domestic mediumhair,blue/white,*Jake,Adoption,Neutered Male,Male,Yes,2,Kitten,2017,5,8,True,
2 months,A760648,Cat,domestic shorthair,white/white,*Pinkie,Adoption,Intact Female,Female,No,2,Kitten,2017,8,11,True,
2 months,A745241,Cat,domestic shorthair,brown,,Transfer,Intact Male,Male,No,2,Kitten,2017,1,3,True,tabby
2 months,A752012,Cat,domestic shorthair,black,Prince,Adoption,Neutered Male,Male,Yes,2,Kitten,2017,4,6,True,
3 months,A743733,Cat,domestic shorthair,orange,,Adoption,Neutered Male,Male,Yes,3,Kitten,2016,11,3,True,tabby
2 weeks,A706466,Cat,domestic shorthair,orange,,Transfer,Intact Male,Male,No,2,Kitten,2015,6,6,True,tabby
3 months,A730289,Cat,domestic shorthair,orange /white,*Dory,Adoption,Spayed Female,Female,Yes,3,Kitten,2016,4,8,True,tabby
3 months,A726555,Cat,domestic shorthair,,,Adoption,Spayed Female,Female,Yes,3,Kitten,2016,4,7,True,torbie
4 days,A724244,Cat,domestic shorthair,black,,Transfer,Unknown,Female,Yes,4,Kitten,2016,4,4,True,
5 years,A724824,Cat,domestic shorthair,gray,Jamilla Kim,Transfer,Spayed Female,Female,Yes,5,Cat,2011,4,4,True,tabby
3 years,A715649,Cat,domestic shorthair,orange,Ceasar,Return to Owner,Neutered Male,Male,Yes,3,Cat,2012,5,11,True,tabby
6 years,A758339,Cat,american shorthair,/white,Callie,Transfer,Spayed Female,Female,Yes,6,Cat,2011,9,9,False,calico
1 year,A698941,Cat,siamese,lynx,Morgan,Adoption,Neutered Male,Male,Yes,1,Cat,2014,12,6,False,point
3 months,A751554,Cat,domestic shorthair,blue,,Transfer,Intact Female,Female,No,3,Kitten,2017,3,6,True,
1 month,A715292,Cat,domestic shorthair,black/white,*Nymeria,Euthanasia,Intact Female,Female,No,1,Kitten,2015,9,11,True,
1 week,A714259,Cat,domestic shorthair,brown,,Transfer,Unknown,Female,Yes,1,Kitten,2015,10,10,True,tabby
1 weeks,A704722,Cat,domestic shorthair,orange /white,,Transfer,Unknown,Female,Yes,1,Kitten,2015,5,6,True,tabby
14 years,A744992,Cat,domestic shorthair,black/white,Sabrina,Transfer,Spayed Female,Female,Yes,14,Cat,2002,3,3,True,
4 weeks,A716096,Cat,domestic shorthair,blue /white,*Cynda,Transfer,Intact Female,Female,No,4,Kitten,2015,10,11,True,tabby
4 months,A707074,Cat,domestic shorthair,/white,,Transfer,Intact Female,Female,No,4,Kitten,2015,3,7,True,torbie
2 months,A713885,Cat,domestic shorthair,black,,Transfer,Spayed Female,Female,Yes,2,Kitten,2015,7,10,True,
1 week,A705641,Cat,domestic shorthair,black/white,,Transfer,Unknown,Female,Yes,1,Kitten,2015,6,6,True,
5 months,A716236,Cat,domestic shorthair,brown,,Transfer,Intact Female,Female,No,5,Kitten,2015,6,11,True,tabby
3 months,A725430,Cat,domestic shorthair,black,*Harry,Adoption,Neutered Male,Male,Yes,3,Kitten,2016,3,6,True,tabby
1 year,A700106,Cat,domestic shorthair,blue,Mr.Gray,Transfer,Neutered Male,Male,Yes,1,Cat,2014,4,4,True,tabby
1 week,A701996,Cat,domestic mediumhair,black,,Transfer,Unknown,Female,Yes,1,Kitten,2015,4,5,True,tabby
3 years,A706028,Cat,domestic longhair,black,,Transfer,Intact Female,Female,No,3,Cat,2012,6,6,True,
2 weeks,A700874,Cat,domestic shorthair,orange,,Transfer,Unknown,Female,Yes,2,Kitten,2015,4,4,True,tabby
5 days,A724013,Cat,domestic shorthair,white,,Transfer,Intact Female,Female,No,5,Kitten,2016,4,4,True,
1 week,A700915,Cat,domestic shorthair,/white,,Transfer,Unknown,Female,Yes,1,Kitten,2015,4,4,True,torbie
4 months,A729831,Cat,domestic shorthair,black,*Josie,Adoption,Spayed Female,Female,Yes,4,Kitten,2016,4,8,True,
5 months,A730833,Cat,domestic mediumhair,black,,Adoption,Neutered Male,Male,Yes,5,Kitten,2016,6,12,True,
2 months,A749286,Cat,domestic shorthair,,Princess,Adoption,Spayed Female,Female,Yes,2,Kitten,2017,3,5,True,calico
7 years,A742957,Cat,domestic shorthair,brown /white,Perl,Transfer,Spayed Female,Female,Yes,7,Cat,2010,1,2,True,tabby
3 weeks,A749543,Cat,domestic shorthair,brown /white,,Transfer,Intact Male,Male,No,3,Kitten,2017,4,5,True,tabby
2 years,A706077,Cat,domestic shorthair,,,Transfer,Intact Female,Female,No,2,Cat,2013,6,6,True,tortie
4 months,A746238,Cat,domestic shorthair,,,Transfer,Spayed Female,Female,Yes,4,Kitten,2016,11,3,True,tortie
2 months,A710739,Cat,domestic shorthair,blue,*Denham,Adoption,Neutered Male,Male,Yes,2,Kitten,2015,8,11,True,tabby
1 month,A701377,Cat,domestic mediumhair,black,*Carl,Adoption,Neutered Male,Male,Yes,1,Kitten,2015,4,6,True,
2 months,A703068,Cat,domestic shorthair,brown,*Joan,Adoption,Spayed Female,Female,Yes,2,Kitten,2015,4,7,True,tabby
2 years,A724162,Cat,domestic shorthair,blue,,Transfer,Intact Female,Female,No,2,Cat,2014,4,4,True,tabby
2 months,A702091,Cat,domestic shorthair,cream,*Fiona,Adoption,Spayed Female,Female,Yes,2,Kitten,2015,4,6,True,tabby
3 months,A732013,Cat,domestic shorthair,brown,*Adam,Adoption,Neutered Male,Male,Yes,3,Kitten,2016,5,9,True,tabby
3 weeks,A725154,Cat,domestic shorthair,white/orange,,Transfer,Intact Male,Male,No,3,Kitten,2016,4,4,True,tabby
6 years,A719385,Cat,domestic shorthair,blue,*Wilhemina,Transfer,Spayed Female,Female,Yes,6,Cat,2010,1,2,True,tabby
3 weeks,A727258,Cat,domestic shorthair,,*Willow,Transfer,Intact Female,Female,No,3,Kitten,2016,4,5,True,tortie
2 months,A740409,Cat,domestic mediumhair,black,*Lamb,Adoption,Spayed Female,Female,Yes,2,Kitten,2016,10,12,True,
1 month,A711608,Cat,domestic shorthair,black/white,,Transfer,Intact Male,Male,No,1,Kitten,2015,7,9,True,
5 years,A737889,Cat,domestic shorthair,blue/white,Desi,Transfer,Spayed Female,Female,Yes,5,Cat,2011,11,11,True,
3 months,A714280,Cat,domestic shorthair,black,*Kourtney,Adoption,Neutered Male,Male,Yes,3,Kitten,2015,9,12,True,
1 week,A758694,Cat,american shorthair,gray /white,,Transfer,Intact Female,Female,No,1,Kitten,2017,9,9,False,tabby
2 months,A710630,Cat,domestic shorthair,black,*Sean,Transfer,Intact Male,Male,No,2,Kitten,2015,6,9,True,
1 month,A711684,Cat,domestic shorthair,white/orange,*Amos,Adoption,Neutered Male,Male,Yes,1,Kitten,2015,7,9,True,tabby
4 years,A732727,Cat,domestic shorthair,black/white,*Pitsul,Transfer,Neutered Male,Male,Yes,4,Cat,2012,8,8,True,
2 months,A714211,Cat,domestic shorthair,blue,Jasmine,Adoption,Spayed Female,Female,Yes,2,Kitten,2015,8,11,True,
3 years,A723746,Cat,domestic shorthair,black,,Transfer,Neutered Male,Male,Yes,3,Cat,2013,4,4,True,
2 weeks,A733564,Cat,siamese,seal,,Transfer,Unknown,Female,Yes,2,Kitten,2016,8,8,False,point
2 years,A739642,Cat,domestic mediumhair,black,,Transfer,Intact Female,Female,No,2,Cat,2014,12,12,True,
2 months,A757271,Cat,domestic shorthair,blue,*Bruno,Adoption,Neutered Male,Male,Yes,2,Kitten,2017,7,10,True,
2 months,A735126,Cat,domestic shorthair,black/white,*Alexandra,Adoption,Spayed Female,Female,Yes,2,Kitten,2016,8,10,True,
2 months,A727736,Cat,domestic shorthair,,*Hermione,Adoption,Spayed Female,Female,Yes,2,Kitten,2016,5,7,True,torbie
3 weeks,A728045,Cat,siamese,flame,,Transfer,Intact Male,Male,No,3,Kitten,2016,5,6,False,point
3 years,A732340,Cat,bengal,brown,Shade,Return to Owner,Neutered Male,Male,Yes,3,Cat,2013,8,1,False,tabby
1 month,A734864,Cat,domestic mediumhair,,,Euthanasia,Intact Female,Female,No,1,Kitten,2016,8,9,True,calico
1 year,A726861,Cat,domestic shorthair,white/tan,*Utah,Adoption,Spayed Female,Female,Yes,1,Cat,2015,5,6,True,
3 months,A758754,Cat,domestic shorthair,gray/white,,Adoption,Neutered Male,Male,Yes,3,Kitten,2017,6,9,True,
4 years,A716270,Cat,domestic mediumhair,brown,Halo,Transfer,Spayed Female,Female,Yes,4,Cat,2011,11,12,True,tabby
4 weeks,A713214,Cat,domestic shorthair,black,*Perseus,Transfer,Intact Male,Male,No,4,Kitten,2015,9,10,True,
2 years,A705245,Cat,domestic longhair,blue,Bert,Transfer,Neutered Male,Male,Yes,2,Cat,2013,6,6,True,tabby
1 year,A738463,Cat,domestic shorthair,,,Transfer,Spayed Female,Female,Yes,1,Cat,2015,11,11,True,torbie
4 months,A706984,Cat,domestic shorthair,brown /white,*Moe,Transfer,Neutered Male,Male,Yes,4,Kitten,2015,3,7,True,tabby
10 months,A722039,Cat,domestic shorthair,blue /white,Lily,Adoption,Spayed Female,Female,Yes,10,Cat,2015,5,3,True,tabby
3 months,A706982,Cat,domestic shorthair,silver /white,*Tory,Transfer,Neutered Male,Male,Yes,3,Kitten,2015,4,7,True,tabby
2 months,A714218,Cat,domestic longhair,,Aurora,Adoption,Spayed Female,Female,Yes,2,Kitten,2015,9,12,True,tortie
1 month,A709339,Cat,domestic shorthair,brown /white,,Euthanasia,Intact Female,Female,No,1,Kitten,2015,6,8,True,tabby
2 years,A704700,Cat,domestic mediumhair,black,Tom,Euthanasia,Neutered Male,Male,Yes,2,Cat,2013,6,6,True,
3 months,A751404,Cat,domestic shorthair,blue /white,*Gabriella,Adoption,Spayed Female,Female,Yes,3,Kitten,2017,3,6,True,tabby
1 year,A709178,Cat,domestic shorthair,brown,Sky,Return to Owner,Neutered Male,Male,Yes,1,Cat,2013,10,9,True,tabby
2 years,A700310,Cat,domestic shorthair,white/black,*Moo,Adoption,Spayed Female,Female,Yes,2,Cat,2015,3,5,True,
2 months,A724739,Cat,domestic shorthair,black,,Adoption,Neutered Male,Male,Yes,2,Kitten,2016,4,6,True,
3 months,A716810,Cat,domestic shorthair,black,,Transfer,Intact Male,Male,No,3,Kitten,2015,8,11,True,
1 year,A746811,Cat,domestic shorthair,,Lola,Adoption,Spayed Female,Female,Yes,1,Cat,2015,10,5,True,calico
0 years,A749508,Cat,domestic shorthair,blue,,Transfer,Unknown,Female,Yes,0,Kitten,2017,5,5,True,
5 months,A740617,Cat,domestic longhair,orange,,Adoption,Spayed Female,Female,Yes,5,Kitten,2016,7,12,True,tabby
1 year,A702244,Cat,domestic shorthair,orange,,Transfer,Unknown,Female,Yes,1,Cat,2014,5,5,True,tabby
2 weeks,A756146,Cat,domestic shorthair,,,Transfer,Intact Female,Female,No,2,Kitten,2017,7,8,True,tortie
3 months,A714214,Cat,domestic shorthair,brown,Bella,Adoption,Intact Female,Female,No,3,Kitten,2015,7,11,True,tabby
1 week,A705494,Cat,domestic shorthair,white/blue,,Transfer,Unknown,Female,Yes,1,Kitten,2015,6,6,True,
1 year,A711648,Cat,domestic shorthair,blue,,Transfer,Intact Female,Female,No,1,Cat,2014,9,9,True,tabby
7 months,A731058,Cat,domestic shorthair,brown /white,*Torcido,Adoption,Neutered Male,Male,Yes,7,Cat,2016,1,8,True,tabby
2 months,A706305,Cat,domestic shorthair,orange,*Peaches,Transfer,Intact Female,Female,No,2,Kitten,2015,4,7,True,tabby
2 months,A750764,Cat,domestic shorthair,,*Tammy,Adoption,Spayed Female,Female,Yes,2,Kitten,2017,4,7,True,calico
1 week,A763366,Cat,domestic shorthair,gray,,Transfer,Intact Female,Female,No,1,Kitten,2017,12,12,True,tabby
2 months,A715501,Cat,domestic shorthair,brown /white,*Linus,Adoption,Neutered Male,Male,Yes,2,Kitten,2015,9,12,True,tabby
2 months,A736736,Cat,domestic shorthair,white/brown,Spoons,Adoption,Neutered Male,Male,Yes,2,Kitten,2016,7,10,True,
2 months,A714069,Cat,domestic shorthair,black /white,*Jupiter,Adoption,Neutered Male,Male,Yes,2,Kitten,2015,9,12,True,tabby
2 months,A751291,Cat,domestic shorthair,white,,Adoption,Neutered Male,Male,Yes,2,Kitten,2017,4,6,True,
2 weeks,A710526,Cat,domestic shorthair,,,Transfer,Unknown,Female,Yes,2,Kitten,2015,8,8,True,calico
8 months,A716859,Cat,domestic shorthair,brown,Petunia,Adoption,Spayed Female,Female,Yes,8,Cat,2015,4,12,True,tabby
1 month,A735939,Cat,domestic shorthair,orange,*Wyatt,Adoption,Neutered Male,Male,Yes,1,Kitten,2016,9,10,True,tabby
1 year,A738464,Cat,domestic shorthair,orange,*Chestnut,Transfer,Neutered Male,Male,Yes,1,Cat,2015,11,11,True,tabby
1 year,A690432,Cat,domestic shorthair,brown,Coco,Adoption,Spayed Female,Female,Yes,1,Cat,2013,10,6,True,tabby
2 weeks,A746036,Cat,domestic shorthair,blue,,Transfer,Intact Female,Female,No,2,Kitten,2017,3,3,True,tabby
1 weeks,A747775,Cat,siamese,lilac,,Transfer,Intact Male,Male,No,1,Kitten,2017,4,4,False,point
3 months,A754141,Cat,domestic shorthair,black/white,*Nene,Transfer,Intact Female,Female,No,3,Kitten,2017,5,8,True,
1 year,A735117,Cat,domestic shorthair,brown,,Died,Neutered Male,Male,Yes,1,Cat,2015,7,9,True,tabby
1 year,A758159,Cat,domestic mediumhair,brown /white,Rajah,Adoption,Neutered Male,Male,Yes,1,Cat,2016,3,10,True,tabby
4 years,A718217,Cat,siamese,lynx,Jayla,Return to Owner,Spayed Female,Female,Yes,4,Cat,2011,12,12,False,point
6 years,A742295,Cat,domestic shorthair,black/white,Butters,Transfer,Spayed Female,Female,Yes,6,Cat,2011,1,1,True,
2 months,A758353,Cat,domestic mediumhair,black/white,*Bear,Adoption,Neutered Male,Male,Yes,2,Kitten,2017,8,11,True,
3 years,A713340,Cat,domestic shorthair,blue,Azara,Adoption,Spayed Female,Female,Yes,3,Cat,2012,10,1,True,
8 years,A722710,Cat,domestic shorthair,white/blue,Sneakers,Adoption,Neutered Male,Male,Yes,8,Cat,2008,3,4,True,
8 years,A730753,Cat,domestic shorthair,orange /white,Tigger,Adoption,Neutered Male,Male,Yes,8,Cat,2008,7,5,True,tabby
3 years,A730446,Cat,domestic shorthair,black,,Euthanasia,Spayed Female,Female,Yes,3,Cat,2013,7,7,True,
10 months,A727117,Cat,domestic shorthair,brown /white,*Elizabeth,Adoption,Spayed Female,Female,Yes,10,Cat,2016,4,2,True,tabby
2 years,A717274,Cat,siamese,seal,,Transfer,Neutered Male,Male,Yes,2,Cat,2013,12,12,False,point
2 months,A757003,Cat,domestic shorthair,white,*Louis,Adoption,Neutered Male,Male,Yes,2,Kitten,2017,7,10,True,
5 months,A706697,Cat,domestic shorthair,orange,*Toby,Adoption,Neutered Male,Male,Yes,5,Kitten,2015,4,9,True,tabby
2 months,A751967,Cat,domestic shorthair,seal,,Euthanasia,Unknown,Female,Yes,2,Kitten,2017,4,6,True,point
2 years,A722475,Cat,domestic longhair,brown,,Euthanasia,Intact Male,Male,No,2,Cat,2014,3,3,True,tabby
3 days,A722523,Cat,domestic shorthair,black,,Transfer,Unknown,Female,Yes,3,Kitten,2016,3,3,True,
3 weeks,A753068,Cat,domestic shorthair,brown,,Transfer,Intact Female,Female,No,3,Kitten,2017,6,7,True,tabby
1 year,A728120,Cat,domestic shorthair,,*Maddie,Transfer,Intact Female,Female,No,1,Cat,2015,5,6,True,tortie
4 months,A729667,Cat,domestic shorthair,black,*Salem,Adoption,Neutered Male,Male,Yes,4,Kitten,2016,4,8,True,
10 years,A736751,Cat,siamese,flame,Mr. Wyatt,Adoption,Neutered Male,Male,Yes,10,Cat,2006,10,10,False,point
1 year,A754203,Cat,domestic shorthair,,,Transfer,Intact Female,Female,No,1,Cat,2016,7,7,True,torbie
2 months,A729464,Cat,domestic shorthair,,Sally,Adoption,Spayed Female,Female,Yes,2,Kitten,2016,4,7,True,calico
4 years,A713375,Cat,domestic mediumhair,black/white,,Transfer,Unknown,Female,Yes,4,Cat,2011,10,10,True,
4 years,A731002,Cat,siamese,chocolate,,Euthanasia,Spayed Female,Female,Yes,4,Cat,2012,7,7,False,point
7 years,A758962,Cat,domestic shorthair,black/white,Paul,Adoption,Neutered Male,Male,Yes,7,Cat,2010,1,10,True,
1 month,A737781,Cat,domestic mediumhair,brown /white,,Adoption,Spayed Female,Female,Yes,1,Kitten,2016,9,11,True,tabby
2 years,A702115,Cat,domestic shorthair,brown,Miso,Adoption,Spayed Female,Female,Yes,2,Cat,2013,5,5,True,tabby
2 years,A718774,Cat,domestic shorthair,black/white,,Transfer,Neutered Male,Male,Yes,2,Cat,2014,1,1,True,
4 years,A718117,Cat,domestic shorthair,orange,Cimba,Return to Owner,Neutered Male,Male,Yes,4,Cat,2011,3,2,True,tabby
2 years,A701027,Cat,domestic shorthair,white/blue,Mocha Bean,Adoption,Spayed Female,Female,Yes,2,Cat,2013,4,5,True,
2 years,A739936,Cat,domestic longhair,black/white,*Elfy,Adoption,Neutered Male,Male,Yes,2,Cat,2014,12,1,True,
2 months,A704796,Cat,domestic mediumhair,orange /white,*Jonah,Adoption,Neutered Male,Male,Yes,2,Kitten,2015,5,7,True,tabby
8 years,A528354,Cat,siamese,,Doughbelly,Return to Owner,Spayed Female,Female,Yes,8,Cat,2007,11,11,False,tortie
1 month,A708003,Cat,domestic shorthair,orange/white,,Euthanasia,Intact Male,Male,No,1,Kitten,2015,5,7,True,
8 months,A731619,Cat,domestic shorthair,black/white,,Transfer,Intact Female,Female,No,8,Cat,2015,11,7,True,
2 weeks,A707504,Cat,domestic shorthair,orange /white,,Transfer,Intact Male,Male,No,2,Kitten,2015,6,7,True,tabby
2 months,A698529,Cat,domestic shorthair,blue,*Carl,Adoption,Neutered Male,Male,Yes,2,Kitten,2015,2,4,True,
2 weeks,A707637,Cat,domestic shorthair,brown /white,,Transfer,Intact Male,Male,No,2,Kitten,2015,6,7,True,tabby
3 years,A735526,Cat,domestic shorthair,orange /white,,Adoption,Neutered Male,Male,Yes,3,Cat,2013,9,10,True,tabby
2 months,A737841,Cat,domestic shorthair,black,*Luna,Adoption,Neutered Male,Male,Yes,2,Kitten,2016,10,12,True,
9 months,A728584,Cat,domestic shorthair,orange,Jake,Adoption,Neutered Male,Male,Yes,9,Cat,2016,5,2,True,tabby
2 months,A707284,Cat,domestic shorthair,,Chelsea,Transfer,Spayed Female,Female,Yes,2,Kitten,2015,5,8,True,tortie
2 months,A704448,Cat,domestic shorthair,,*Lucille,Adoption,Spayed Female,Female,Yes,2,Kitten,2015,6,8,True,torbie
2 months,A758049,Cat,domestic shorthair,white/black,*Barney,Adoption,Neutered Male,Male,Yes,2,Kitten,2017,8,11,True,
2 months,A732191,Cat,domestic shorthair,brown,*Shyla,Adoption,Spayed Female,Female,Yes,2,Kitten,2016,7,9,True,tabby
3 months,A747941,Cat,domestic shorthair,black,*Adam,Adoption,Neutered Male,Male,Yes,3,Kitten,2017,3,7,True,
2 years,A677627,Cat,domestic shorthair,brown /white,*Charlie,Transfer,Neutered Male,Male,Yes,2,Cat,2014,3,9,True,tabby
1 month,A712727,Cat,domestic shorthair,black/white,*Paddington,Adoption,Neutered Male,Male,Yes,1,Kitten,2015,9,11,True,
2 weeks,A700931,Cat,domestic mediumhair,white/black,,Transfer,Unknown,Female,Yes,2,Kitten,2015,4,4,True,
15 years,A731382,Cat,domestic shorthair,black/white,*Salvador,Adoption,Neutered Male,Male,Yes,15,Cat,2001,7,8,True,
3 years,A755441,Cat,domestic shorthair,brown/white,Rubio,Adoption,Neutered Male,Male,Yes,3,Cat,2014,8,8,True,
2 weeks,A735908,Cat,domestic shorthair,black,,Transfer,Unknown,Female,Yes,2,Kitten,2016,9,10,True,
3 months,A759118,Cat,domestic shorthair,blue,*Antonio,Adoption,Neutered Male,Male,Yes,3,Kitten,2017,8,11,True,tabby
6 months,A734913,Cat,domestic mediumhair,,*Tami,Transfer,Spayed Female,Female,Yes,6,Cat,2016,3,9,True,calico
3 months,A716181,Cat,domestic shorthair,brown /white,*Bonnie,Adoption,Spayed Female,Female,Yes,3,Kitten,2015,9,12,True,tabby
4 weeks,A704970,Cat,domestic shorthair,brown /white,,Transfer,Unknown,Female,Yes,4,Kitten,2015,5,6,True,tabby
6 days,A754305,Cat,domestic shorthair,black,,Transfer,Unknown,Female,Yes,6,Kitten,2017,7,7,True,
3 days,A716847,Cat,domestic shorthair,black,,Euthanasia,Unknown,Female,Yes,3,Kitten,2015,11,11,True,
3 months,A723627,Cat,domestic shorthair,,,Adoption,Spayed Female,Female,Yes,3,Kitten,2016,3,6,True,calico
1 month,A705983,Cat,domestic shorthair,blue/white,Charlie,Adoption,Intact Male,Male,No,1,Kitten,2015,5,7,True,
6 months,A730238,Cat,domestic shorthair,,,Adoption,Spayed Female,Female,Yes,6,Cat,2016,5,12,True,tortie
5 years,A739684,Cat,domestic shorthair,black/white,Pepe,Return to Owner,Neutered Male,Male,Yes,5,Cat,2011,7,12,True,
2 months,A752152,Cat,domestic shorthair,blue,*Bambam,Transfer,Intact Female,Female,No,2,Kitten,2017,4,7,True,
2 years,A715749,Cat,domestic longhair,orange /white,,Transfer,Intact Male,Male,No,2,Cat,2013,11,11,True,tabby
2 months,A710711,Cat,domestic shorthair,brown /white,,Transfer,Intact Female,Female,No,2,Kitten,2015,6,8,True,tabby
3 months,A755254,Cat,domestic shorthair,brown /white,,Adoption,Neutered Male,Male,Yes,3,Kitten,2017,5,8,True,tabby
2 months,A754160,Cat,domestic shorthair,orange /white,Orange,Adoption,Intact Male,Male,No,2,Kitten,2017,5,7,True,tabby
2 months,A755563,Cat,domestic shorthair,black,,Transfer,Intact Male,Male,No,2,Kitten,2017,5,8,True,
2 months,A725800,Cat,domestic shorthair,white/cream,Shell,Adoption,Spayed Female,Female,Yes,2,Kitten,2016,3,5,True,tabby
2 years,A731411,Cat,siamese,lynx /white,*Peter,Adoption,Neutered Male,Male,Yes,2,Cat,2014,7,8,False,point
1 month,A726569,Cat,domestic shorthair,orange,Guildenstern,Adoption,Neutered Male,Male,Yes,1,Kitten,2016,4,5,True,tabby
7 months,A753885,Cat,domestic shorthair,orange /white,,Died,Unknown,Female,Yes,7,Cat,2016,12,7,True,tabby
2 years,A718142,Cat,domestic shorthair,brown /white,,Transfer,Neutered Male,Male,Yes,2,Cat,2013,12,1,True,tabby
2 months,A755582,Cat,domestic shorthair,seal,,Adoption,Spayed Female,Female,Yes,2,Kitten,2017,5,8,True,point
10 years,A758292,Cat,domestic shorthair,,,Euthanasia,Spayed Female,Female,Yes,10,Cat,2007,9,9,True,calico
4 months,A709196,Cat,domestic shorthair,black,,Transfer,Intact Female,Female,No,4,Kitten,2015,4,8,True,
2 months,A703548,Cat,domestic shorthair,brown /white,,Adoption,Neutered Male,Male,Yes,2,Kitten,2015,4,7,True,tabby
2 months,A707510,Cat,domestic mediumhair,black,,Adoption,Neutered Male,Male,Yes,2,Kitten,2015,5,7,True,
1 month,A709046,Cat,domestic shorthair,,,Transfer,Intact Female,Female,No,1,Kitten,2015,6,8,True,tortie
3 years,A712672,Cat,domestic shorthair,orange,*Chelsea,Transfer,Spayed Female,Female,Yes,3,Cat,2012,9,10,True,tabby
2 months,A739383,Cat,domestic shorthair,black/white,*Bumble,Transfer,Intact Male,Male,No,2,Kitten,2016,10,12,True,
1 year,A725298,Cat,siamese,lynx,,Transfer,Neutered Male,Male,Yes,1,Cat,2015,4,5,False,point
2 years,A760982,Cat,persian,orange,,Adoption,Neutered Male,Male,Yes,2,Cat,2015,10,10,False,tabby
3 years,A748362,Cat,domestic shorthair,black/white,Mr. Kitty,Return to Owner,Neutered Male,Male,Yes,3,Cat,2014,5,5,True,
3 months,A757278,Cat,domestic shorthair,brown,*Stella,Transfer,Intact Female,Female,No,3,Kitten,2017,6,10,True,tabby
